Type NM Description,PersonID NM,ReportNumber NM,ActionPriorToCrash NM,ActionPriorToCrash NM Description,Age NM,City NM,ContactPoint NM,ContactPoint NM Description,DistractedByAction NM,DistractedByAction NM Description,DistractedBySource,DistractedBySource Description,Gender NM,IncidentResponder NM,IncidentResponder NM Description,InjuryStatus NM,InjuryStatus NM Description,Location NM,Location NM Description,OriginDestination NM,OriginDestination NM Description,State NM,StruckByVehID NM,Type NM,Unknown NM,ZipCode NM
Cyclist (non-electric),16657032-c0d7-4259-b24a-2313d5bae1c9,AC2270007S,100,Cross/Enter at Intersection,13,SEVERNA PARK,03,Right,00,Not Distracted,,,F,01,No,02,Suspected Serious Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,b4fc2f01-cc58-4073-b504-a8b4b71d0b59,101,N,21146
Scooter (electric),75a72ba7-7923-4e4a-b0c5-49a151cf0885,AC22700082,98,Other,15,ARNOLD,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,03,Intersection – Other,99,Unknown,MD,655d7224-1b1c-4cf6-b136-8048f7bb77be,102,N,21012
Pedestrian,3e589d48-0091-4a5f-b10c-84692a50acb5,AC2271003T,101,Cross/Enter Not at Intersection,21,HYATTSVILLE,12,Front,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,14,Driveway Access,97,Not Applicable,MD,3b57b5fc-a5c0-412c-84ee-c4886d2cdd5c,06,N,20785
Pedestrian,80f434f4-0d51-4d83-8291-1b0d35ebb977,AC2275007K,98,Other,67,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,346c1e4f-5ae2-49a7-aa54-caf4ee45e649,06,N,21218
Cyclist (non-electric),e9c2c8ed-bf13-430f-be1c-a35b8e32e97f,AC2275007M,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),15,CURTIS BAY,12,Front,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,a9f803c1-0dd1-4602-b70d-84e088c03315,101,N,21226
Pedestrian,c86d72ee-6875-4a82-ad67-21cbdee5369a,AC2278008N,07,Walking/Cycling on Sidewalk,10,GLEN BURNIE,06,Rear,00,Not Distracted,,,M,01,No,05,No Apparent Injury,17,Sidewalk,99,Unknown,MD,8b7c7393-5615-4b88-bdf1-c4908ecda99e,06,N,21061
Pedestrian,75a41071-c638-4e0a-96a2-294adab21f4e,AC22870093,98,Other,39,GLEN BURNIE,12,Front,03,"Other Action (looking away from task, etc.)",99,Unknown,F,01,No,04,Possible Injury,14,Driveway Access,97,Not Applicable,MD,51ca4bf1-49e8-4e0d-8df5-a64eefcdae24,06,N,21061
Pedestrian,8e9b6ffc-f297-4183-9192-bdb250409cac,AC22870097,101,Cross/Enter Not at Intersection,55,BROOKLYN,09,Left,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,97,Not Applicable,MD,592b29fe-eb4a-4daf-badb-98dea65b54ad,06,N,21225
Unknown,d297dcd8-fc77-43a9-9338-1686f8e9c33b,AC2294009K,102,Standing,0,ANAPOLIS,09,Left,99,Unknown,99,Unknown,U,01,No,05,No Apparent Injury,06,Shoulder/Roadside,97,Not Applicable,MD,d97da01a-6e31-472f-ba7a-61d3fb1b1f70,99,N,21401
Unknown Type Of Non-Motorist,c9f4e9b4-384c-4027-abd8-1b519cea1d2e,AC229400B1,100,Cross/Enter at Intersection,54,BROOKLYN,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,25841b0f-9946-4b82-877f-410f43d313e0,09,N,21225
Pedestrian,c7ccb8cc-c52d-48ba-ba4d-24822dfece50,AC2299009W,105,Other Working,22,BELTSVILLE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,98,Other,97,Not Applicable,MD,3c6eeb83-92d0-4149-965f-7995eded160b,06,N,20705
Pedestrian,1ae92f4b-f35b-4bdc-8a73-7a9e6fce4341,AC2300008T,100,Cross/Enter at Intersection,75,PASADENA,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,420c03ac-1cb1-41a0-9220-f6ee63c72c07,06,N,21122
Scooter (electric),8d7263c2-b34c-42a3-aeee-a46b894a9e6d,AC2310002S,99,Unknown,15,ODENTON,03,Right,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,02,Transit,MD,063c92a3-e130-4e0d-90b5-8983d8e9e029,102,N,21113
Scooter (electric),acc11646-ea1f-4473-8559-f845e5808f19,AC2310002V,100,Cross/Enter at Intersection,13,CROFTON,06,Rear,99,Unknown,99,Unknown,M,01,No,02,Suspected Serious Injury,02,Intersection – Unmarked Crosswalk,02,Transit,MD,88998d09-8898-407f-9ca0-7d25cad7b120,102,N,21114
Pedestrian,73486135-25da-4fc4-a5e6-7aceaa565f82,AC23220084,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),36,EDGEWATER,12,Front,00,Not Distracted,,,F,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,97,Not Applicable,MD,061f2ce1-9914-4b0d-b20e-153400302363,06,N,21037
Pedestrian,d7eb7f10-ef73-49ff-8816-a723d74cb27f,AC23270056,100,Cross/Enter at Intersection,5,LOTHIAN,09,Left,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,6c972c19-42b2-4cdc-9d40-9ebfdda0c2ce,06,N,20711
Pedestrian,4d40eb30-c89f-40f2-8878-d76aebae6796,AC23310059,101,Cross/Enter Not at Intersection,43,CROFTON,03,Right,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,03,Intersection – Other,97,Not Applicable,MD,a9797311-d449-421d-bba5-60a5d158eed4,06,N,21114
Pedestrian,d8b01cb8-1dba-47aa-b108-bbc8524b82f9,AC2331005P,100,Cross/Enter at Intersection,13,CROFTON,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,01,School,MD,99cb2199-b321-4411-927f-4a8ee5fa1807,06,N,21114
Pedestrian,bd04946b-fc7b-44e9-894a-26995df11dfb,AC23320064,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),20,CROFTON,06,Rear,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,eae3d944-3dd6-4601-9d22-b962932b623c,06,N,21114
Occupant of Motor Vehicle Not in Transport,c8fa537d-69de-473e-906e-07880180fcca,AC23320072,98,Other,50,HANOVER,12,Front,03,"Other Action (looking away from task, etc.)",06,External (to vehicle/non-motorist area),F,01,No,05,No Apparent Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,20c3e785-9ffe-4673-830b-e96762446a11,103,N,21076
Pedestrian,74af2354-1bc5-427e-adea-56d047684b83,AC2340003B,101,Cross/Enter Not at Intersection,55,CURTIS BAY,99,Unknown,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,a68edc08-4886-429d-877c-35c244fa87b5,06,N,21226
Pedestrian,50175608-48da-4bda-a7e2-99e7159329f1,AC23540039,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),41,PASADENA,09,Left,03,"Other Action (looking away from task, etc.)",07,"Other Distraction (animal, food, grooming)",M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,abc8875e-d069-4456-8179-921a637e69e2,06,N,21122
Pedestrian,f06dd26e-d88f-4890-92e7-dc0cd1976f36,AC23540042,07,Walking/Cycling on Sidewalk,77,SEVERN,09,Left,03,"Other Action (looking away from task, etc.)",07,"Other Distraction (animal, food, grooming)",M,01,No,04,Possible Injury,98,Other,97,Not Applicable,MD,edf2dca7-e44a-4bec-ac79-777fa6e37ff0,06,N,21144
Pedestrian,47ffa3a5-2c43-4c2a-97f4-b8d689962feb,AC23550063,07,Walking/Cycling on Sidewalk,42,EDGEWATER,03,Right,00,Not Distracted,,,M,04,Police,02,Suspected Serious Injury,17,Sidewalk,97,Not Applicable,MD,1db5322a-e9ed-499d-9d01-8ff903586218,06,N,21037
Pedestrian,cd6b8168-5b59-4678-b2d3-c1b480af5473,AC2355006G,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),35,EDGEWATER,12,Front,00,Not Distracted,,,M,04,Police,05,No Apparent Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,5931f670-2cbc-4666-8397-1ec4d11d2fb7,06,N,21037
"Other Pedestrian (person in a building, skater, personal conveyance, etc.)",4b96129b-f470-4bbe-bb7e-115126aed69f,AC2356009B,98,Other,14,GAMBRILLS,09,Left,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,02,Transit,MD,91f6383b-d639-4b3d-93af-5c4f0d2e18f2,07,N,21113
Cyclist (non-electric),eee20208-d465-4109-b2c6-3967bddfb945,AC236000BV,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),21,ANNAPOLIS,06,Rear,99,Unknown,99,Unknown,F,01,No,05,No Apparent Injury,07,Travel Lane – Other Location,02,Transit,MD,db891f14-1b75-44b1-aee7-1cbfc6d3169f,101,N,21401
Pedestrian,6f7d55b5-b0d7-41c2-a41e-b508fd942e6b,AC236000CW,00,None,33,MCLEAN,12,Front,03,"Other Action (looking away from task, etc.)",02,Hand-Held Mobile Phone,F,01,No,03,Suspected Minor Injury,15,Non-Trafficway Area,97,Not Applicable,VA,ddb30d45-dc04-4627-a21a-6cee748a5ab6,06,N,22102
Pedestrian,d0648933-39be-445d-aa4b-10ed2dcef4c4,AC236000DG,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),53,CROWNSVILLE,09,Left,03,"Other Action (looking away from task, etc.)",07,"Other Distraction (animal, food, grooming)",M,01,No,04,Possible Injury,06,Shoulder/Roadside,99,Unknown,MD,fc37e0f8-a961-48de-8fb2-c724c653c419,06,N,21032
Pedestrian,478e85a8-6faf-4dd3-a08a-48afd91f734b,AC236000DM,07,Walking/Cycling on Sidewalk,63,ANNAPOLIS,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,aa9b7b4a-3cc3-4d42-bc58-8c907da3ffed,06,N,21401
Pedestrian,62466229-15b1-429f-99ee-cc1a447236b1,AC236000DR,101,Cross/Enter Not at Intersection,71,ANNAPOLIS,99,Unknown,00,Not Distracted,,,M,01,No,02,Suspected Serious Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,b4645e76-77d9-4680-a3a1-76ea5b979838,06,N,21401
Pedestrian,95d79c1c-a597-4665-967d-471f7eaefc9b,AC2364005W,00,None,63,EDGEWATER,03,Right,00,Not Distracted,,,F,01,No,04,Possible Injury,98,Other,02,Transit,MD,b6c1c74a-f22c-4146-99eb-2eb388be204d,06,N,21037
Cyclist (non-electric),92ba9346-d008-4a82-a89e-08b4211536a2,AC236500BK,101,Cross/Enter Not at Intersection,20,SEVERNA PARK,12,Front,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,03,Intersection – Other,02,Transit,MD,a167b4cb-8ae3-4362-85fd-20aa4d36c823,101,N,21146
Cyclist (Electric),6f84d177-e1ab-41c7-8631-1014b79c3704,AC2371003Y,100,Cross/Enter at Intersection,26,HARRISBURG,03,Right,99,Unknown,99,Unknown,M,01,No,02,Suspected Serious Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,PA,b6832d3e-4e0f-4866-8e9f-38771c4d74eb,100,N,17112
Pedestrian,574217e9-53ac-4b69-ad70-c40b8178df68,AC2371003Z,101,Cross/Enter Not at Intersection,4,BROOKLYN,12,Front,99,Unknown,99,Unknown,F,01,No,02,Suspected Serious Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,aec6be79-be95-4bd6-84e6-01e6aa7e2374,06,N,21225
Pedestrian,d8a7ae06-49b7-4c66-a026-d08b74284dc0,AC23710041,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),61,EDGEWATER,09,Left,99,Unknown,99,Unknown,F,01,No,01,Fatal Injury,07,Travel Lane – Other Location,99,Unknown,MD,f6db2a92-948a-4e45-89ae-262b57cc40fb,06,N,21037
